reserve,impressions,demand_factor,WE,WF,revenue_mean
7,2000,2.75,0,8,25.36427496406477
8,2000,2.75,0,8,29.03220652459643
9,2000,2.75,0,8,30.285502102658647
10,2000,2.75,0,8,30.530435709589266
11,2000,2.75,0,8,33.723141816951106
12,2000,2.75,0,8,35.78166402739783
13,2000,2.75,0,8,35.782538419955394
14,2000,2.75,0,8,38.8264574088737
15,2000,2.75,0,8,43.6918998246593
16,2000,2.75,0,8,39.577015819001176
17,2000,2.75,0,8,43.23166475303496
18,2000,2.75,0,8,45.951894549442294
19,2000,2.75,0,8,49.060205167079076
20,2000,2.75,0,8,49.05816872765902
21,2000,2.75,0,8,51.36669037483202
22,2000,2.75,0,8,54.39146403578661
23,2000,2.75,0,8,56.95380017095145
24,2000,2.75,0,8,56.42549653063422
25,2000,2.75,0,8,59.82704841098313
26,2000,2.75,0,8,61.09225070937392
27,2000,2.75,0,8,60.67606153051722
28,2000,2.75,0,8,64.58791530701559
29,2000,2.75,0,8,66.02505261499597
30,2000,2.75,0,8,67.44086423442481
31,2000,2.75,0,8,68.69320728044225
32,2000,2.75,0,8,71.34387238485415
33,2000,2.75,0,8,72.71561067897316
34,2000,2.75,0,8,75.1737328186354
35,2000,2.75,0,8,76.16402638930973
36,2000,2.75,0,8,78.15196770391235
37,2000,2.75,0,8,80.75428252716098
38,2000,2.75,0,8,81.25837190289413
39,2000,2.75,0,8,81.40322632876472
40,2000,2.75,0,8,82.8348593315563
41,2000,2.75,0,8,86.05750309801975
42,2000,2.75,0,8,86.38020735275789
43,2000,2.75,0,8,87.59067228179305
44,2000,2.75,0,8,89.98164483626438
45,2000,2.75,0,8,91.96364939343692
46,2000,2.75,0,8,91.45879263576168
47,2000,2.75,0,8,93.37667044525743
48,2000,2.75,0,8,93.50092433898844
49,2000,2.75,0,8,95.6466496102471
50,2000,2.75,0,8,95.06986038196392
51,2000,2.75,0,8,96.45284140859978
52,2000,2.75,0,8,98.93274175415571
53,2000,2.75,0,8,99.55903826195377
54,2000,2.75,0,8,102.22894467028424
55,2000,2.75,0,8,102.36797293768512
56,2000,2.75,0,8,104.81223131093334
57,2000,2.75,0,8,105.97499660621321
58,2000,2.75,0,8,103.22764432326149
59,2000,2.75,0,8,105.85263181364238
60,2000,2.75,0,8,110.52177217900156
61,2000,2.75,0,8,111.45525336279692
62,2000,2.75,0,8,110.48071415427978
63,2000,2.75,0,8,110.27580781966742
64,2000,2.75,0,8,110.68893495570715
65,2000,2.75,0,8,111.12143785433331
66,2000,2.75,0,8,112.78519277040847
67,2000,2.75,0,8,113.03772509424678
68,2000,2.75,0,8,115.44829649143064
69,2000,2.75,0,8,114.46797543755345
70,2000,2.75,0,8,117.17552128928354
71,2000,2.75,0,8,115.32402615633112
72,2000,2.75,0,8,117.56513591943606
73,2000,2.75,0,8,118.9663736094163
74,2000,2.75,0,8,118.97502288049034
75,2000,2.75,0,8,117.97913453699778
76,2000,2.75,0,8,119.93353353279913
77,2000,2.75,0,8,121.10107854972121
78,2000,2.75,0,8,118.7461937078806
79,2000,2.75,0,8,123.07597799453508
80,2000,2.75,0,8,124.52706778170672
81,2000,2.75,0,8,121.1638554772202
82,2000,2.75,0,8,117.38745240315001
83,2000,2.75,0,8,120.70013109769012
84,2000,2.75,0,8,120.69588258825024
85,2000,2.75,0,8,119.90640375975208
86,2000,2.75,0,8,114.26471326828823
87,2000,2.75,0,8,114.7211532010906
88,2000,2.75,0,8,111.71059084361193
89,2000,2.75,0,8,113.05709452323444
90,2000,2.75,0,8,109.73863868452057
91,2000,2.75,0,8,111.1208035626398
92,2000,2.75,0,8,104.15410075274491
93,2000,2.75,0,8,105.40548527742048
94,2000,2.75,0,8,96.64747390511158
95,2000,2.75,0,8,93.18148662019027
96,2000,2.75,0,8,91.80179899264034
97,2000,2.75,0,8,85.67269483013256
98,2000,2.75,0,8,80.9766986229429
99,2000,2.75,0,8,78.93271871755404
100,2000,2.75,0,8,72.0023741405421
101,2000,2.75,0,8,70.01278979548091
102,2000,2.75,0,8,62.719840727522325
103,2000,2.75,0,8,51.014602111984736
104,2000,2.75,0,8,51.48018019809391
105,2000,2.75,0,8,46.839321019520995
106,2000,2.75,4,4,36.5521715886633
107,2000,2.75,0,8,36.67023749999999
108,2000,2.75,0,8,32.43773322466009
109,2000,2.75,4,4,28.369524034810308
110,2000,2.75,8,0,22.196195424597747
111,2000,2.75,2,6,20.059521349128698
112,2000,2.75,0,8,18.656954456147545
113,2000,2.75,7,1,14.284704617181404
114,2000,2.75,7,1,12.495784752411806
115,2000,2.75,7,1,9.25845710812071
116,2000,2.75,0,8,9.803912632378523
117,2000,2.75,1,7,6.544687499999991
118,2000,2.75,1,7,6.202190625000022
119,2000,2.75,0,8,3.756681249999996
120,2000,2.75,2,6,3.939374999999989
121,2000,2.75,1,7,3.364556249999997
122,2000,2.75,8,0,2.3181906250000037
123,2000,2.75,3,5,1.8590296874999992
124,2000,2.75,2,6,1.1444812500000023
125,2000,2.75,6,2,1.1548828125
126,2000,2.75,2,6,0.8229374999999982
127,2000,2.75,0,8,0.7231062500000013
128,2000,2.75,2,6,0.3443999999999992
129,2000,2.75,7,1,0.29871562500000026
130,2000,2.75,7,1,0.08510937500000007
0,2000,3.0,0,8,14.97238723084931
1,2000,3.0,0,8,12.801397364815497
2,2000,3.0,0,8,17.79985635213087
3,2000,3.0,0,8,20.82380618629526
4,2000,3.0,0,8,19.898204102729608
5,2000,3.0,0,8,22.636782220005887
6,2000,3.0,0,8,24.33569447805345
7,2000,3.0,0,8,26.260600100351013
8,2000,3.0,0,8,27.200284206581337
9,2000,3.0,0,8,30.867236488589658
10,2000,3.0,0,8,31.718039356224278
11,2000,3.0,0,8,34.22207917822017
12,2000,3.0,0,8,35.34392693329402
13,2000,3.0,0,8,36.18352155800554
14,2000,3.0,0,8,37.088688068368796
15,2000,3.0,0,8,41.68227273394889
16,2000,3.0,0,8,42.73646396457482
17,2000,3.0,0,8,44.16895715162146
18,2000,3.0,0,8,45.45141790679775
19,2000,3.0,0,8,47.51726744674881
20,2000,3.0,0,8,50.23737265742256
21,2000,3.0,0,8,52.53771605247509
22,2000,3.0,0,8,53.00700351385189
23,2000,3.0,0,8,56.588532683461025
24,2000,3.0,0,8,58.16737284589728
25,2000,3.0,0,8,58.60479101103353
26,2000,3.0,0,8,59.3749409719341
27,2000,3.0,0,8,63.90290649688938
28,2000,3.0,0,8,65.50709175830144
29,2000,3.0,0,8,66.44878517990364
30,2000,3.0,0,8,69.14095527429905
31,2000,3.0,0,8,70.44774815557524
32,2000,3.0,0,8,69.76137424397898
33,2000,3.0,0,8,73.27263635033862
34,2000,3.0,0,8,75.22700718062943
35,2000,3.0,0,8,77.26726743096134
36,2000,3.0,0,8,80.29866874811978
37,2000,3.0,0,8,79.38856064473958
38,2000,3.0,0,8,83.12877574377704
39,2000,3.0,0,8,84.44615333347487
40,2000,3.0,0,8,86.01010905322954
41,2000,3.0,0,8,85.64953938652052
42,2000,3.0,0,8,86.40937176264828
43,2000,3.0,0,8,89.822235955887
44,2000,3.0,0,8,91.08390898192214
45,2000,3.0,0,8,90.45735703110313
46,2000,3.0,0,8,96.11547313715135
47,2000,3.0,0,8,96.71914977244649
48,2000,3.0,0,8,94.17700666990733
49,2000,3.0,0,8,96.76126752620813
50,2000,3.0,0,8,99.37358472145132
51,2000,3.0,0,8,99.64138828546952
52,2000,3.0,0,8,104.2447933630242
53,2000,3.0,0,8,103.00345703671137
54,2000,3.0,0,8,103.49238250863364
55,2000,3.0,0,8,106.52254693857174
56,2000,3.0,0,8,106.66262213187888
57,2000,3.0,0,8,107.25791048830419
58,2000,3.0,0,8,110.97162451280536
59,2000,3.0,0,8,111.40918667942854
60,2000,3.0,0,8,111.96024459033731
61,2000,3.0,0,8,111.9628908827148
62,2000,3.0,0,8,111.498650932917
63,2000,3.0,0,8,112.55944815686348
64,2000,3.0,0,8,115.31233739247268
65,2000,3.0,0,8,116.15399268958052
66,2000,3.0,0,8,118.1463400374793
67,2000,3.0,0,8,119.18824994218731
68,2000,3.0,0,8,118.99141635810946
69,2000,3.0,0,8,116.69027173659036
70,2000,3.0,0,8,121.25552132579521
71,2000,3.0,0,8,122.62998400281431
72,2000,3.0,0,8,119.79926288863156
73,2000,3.0,0,8,125.60363914795204
74,2000,3.0,0,8,127.94246120578494
75,2000,3.0,0,8,125.72993283251398
76,2000,3.0,0,8,126.31579074460122
77,2000,3.0,0,8,127.93591108684565
78,2000,3.0,0,8,127.46367640392891
79,2000,3.0,0,8,128.1926848228168
80,2000,3.0,0,8,126.9254665708696
81,2000,3.0,0,8,124.50422003021643
82,2000,3.0,0,8,123.76870060310793
83,2000,3.0,0,8,129.83028701748043
84,2000,3.0,0,8,126.34967511182316
85,2000,3.0,0,8,123.97774094073992
86,2000,3.0,0,8,124.45829597404337
87,2000,3.0,0,8,126.1473446360287
88,2000,3.0,0,8,122.78580560400664
89,2000,3.0,0,8,120.30197613107497
90,2000,3.0,0,8,116.2615353661082
91,2000,3.0,0,8,112.55491387372368
92,2000,3.0,0,8,114.59894128299248
93,2000,3.0,0,8,108.96763241614715
94,2000,3.0,0,8,107.15434096429512
95,2000,3.0,0,8,102.84650600322092
96,2000,3.0,0,8,97.24734105608472
97,2000,3.0,0,8,91.11613300828951
98,2000,3.0,0,8,91.01767808776684
99,2000,3.0,0,8,83.54957366829495
100,2000,3.0,0,8,75.40225714981433
101,2000,3.0,0,8,74.65775820770449
102,2000,3.0,0,8,68.68522074430771
103,2000,3.0,0,8,61.586452832577855
104,2000,3.0,0,8,59.327076215489406
105,2000,3.0,0,8,50.54420414828386
106,2000,3.0,0,8,46.421542493953936
107,2000,3.0,0,8,37.78643427272738
108,2000,3.0,0,8,35.893324961832576
109,2000,3.0,0,8,30.87676433915212
110,2000,3.0,6,2,25.782563631005427
111,2000,3.0,0,8,23.17782418952629
112,2000,3.0,0,8,19.098063710181183
113,2000,3.0,7,1,16.37512709508488
114,2000,3.0,0,8,12.87540937499994
115,2000,3.0,0,8,11.887046875000005
116,2000,3.0,2,6,8.906133666458476
117,2000,3.0,6,2,8.101632279459343
118,2000,3.0,1,7,7.060825000000027
119,2000,3.0,4,4,4.752380263358684
120,2000,3.0,4,4,3.668999999999992
121,2000,3.0,3,5,3.227674999999997
122,2000,3.0,1,7,2.266150000000006
123,2000,3.0,2,6,1.8932390624999995
124,2000,3.0,0,8,1.5252000000000046
125,2000,3.0,1,7,1.0119140625
126,2000,3.0,3,5,0.9460777604976651
127,2000,3.0,6,2,0.6109890624999996
128,2000,3.0,8,0,0.4675999999999984
129,2000,3.0,8,0,0.031443749999999986
130,2000,3.0,7,1,0.16635937500000025
