WE,WF,impressions,demand_factor,direction_200,direction_400
13,2,2000,2.25,f,f
12,3,2000,2.25,f,f
11,4,2000,2.25,f,f
10,5,2000,2.25,f,f
9,6,2000,2.25,f,f
8,7,2000,2.25,f,f
7,8,2000,2.25,f,f
6,9,2000,2.25,f,f
5,10,2000,2.25,f,f
4,11,2000,2.25,f,s
3,12,2000,2.25,s,b
2,13,2000,2.25,b,b
1,14,2000,2.25,s,b
0,15,2000,2.25,s,b
15,0,2000,2.5,f,f
14,1,2000,2.5,f,f
13,2,2000,2.5,f,f
12,3,2000,2.5,f,f
11,4,2000,2.5,f,f
10,5,2000,2.5,f,f
9,6,2000,2.5,f,f
8,7,2000,2.5,f,f
7,8,2000,2.5,f,f
6,9,2000,2.5,f,f
5,10,2000,2.5,f,f
4,11,2000,2.5,s,f
3,12,2000,2.5,b,s
2,13,2000,2.5,b,b
1,14,2000,2.5,b,b
0,15,2000,2.5,b,b
15,0,2000,2.75,f,f
14,1,2000,2.75,f,f
13,2,2000,2.75,f,f
12,3,2000,2.75,f,f
11,4,2000,2.75,f,f
10,5,2000,2.75,f,f
9,6,2000,2.75,f,f
8,7,2000,2.75,f,f
7,8,2000,2.75,f,f
6,9,2000,2.75,f,f
5,10,2000,2.75,f,f
4,11,2000,2.75,s,f
3,12,2000,2.75,s,f
2,13,2000,2.75,s,s
1,14,2000,2.75,s,b
0,15,2000,2.75,s,b
15,0,2000,3.0,f,f
14,1,2000,3.0,f,f
13,2,2000,3.0,f,f
12,3,2000,3.0,f,f
11,4,2000,3.0,f,f
10,5,2000,3.0,f,f
9,6,2000,3.0,f,f
8,7,2000,3.0,f,f
7,8,2000,3.0,f,f
6,9,2000,3.0,f,f
5,10,2000,3.0,f,f
4,11,2000,3.0,f,f
3,12,2000,3.0,f,f
2,13,2000,3.0,s,f
1,14,2000,3.0,s,f
0,15,2000,3.0,s,s
