WE,WF,impressions,demand_factor,direction_200,direction_400
2,16,2000,2.25,b,b
1,17,2000,2.25,b,b
0,18,2000,2.25,b,b
18,0,2000,2.5,f,f
17,1,2000,2.5,f,f
16,2,2000,2.5,f,f
15,3,2000,2.5,f,f
14,4,2000,2.5,f,f
13,5,2000,2.5,f,f
12,6,2000,2.5,f,f
11,7,2000,2.5,f,f
10,8,2000,2.5,f,f
9,9,2000,2.5,f,f
8,10,2000,2.5,f,f
7,11,2000,2.5,f,f
6,12,2000,2.5,s,f
5,13,2000,2.5,b,s
4,14,2000,2.5,b,b
3,15,2000,2.5,b,b
2,16,2000,2.5,b,b
1,17,2000,2.5,b,b
0,18,2000,2.5,b,b
18,0,2000,2.75,f,f
17,1,2000,2.75,f,f
16,2,2000,2.75,f,f
15,3,2000,2.75,f,f
14,4,2000,2.75,f,f
13,5,2000,2.75,f,f
12,6,2000,2.75,f,f
11,7,2000,2.75,f,f
10,8,2000,2.75,f,f
9,9,2000,2.75,f,f
8,10,2000,2.75,f,f
7,11,2000,2.75,f,f
6,12,2000,2.75,f,f
5,13,2000,2.75,f,f
4,14,2000,2.75,s,s
3,15,2000,2.75,b,b
2,16,2000,2.75,b,b
1,17,2000,2.75,b,b
0,18,2000,2.75,b,b
18,0,2000,3.0,f,f
17,1,2000,3.0,f,f
16,2,2000,3.0,f,f
15,3,2000,3.0,f,f
14,4,2000,3.0,f,f
13,5,2000,3.0,f,f
12,6,2000,3.0,f,f
11,7,2000,3.0,f,f
10,8,2000,3.0,f,f
9,9,2000,3.0,f,f
8,10,2000,3.0,f,f
7,11,2000,3.0,f,f
6,12,2000,3.0,f,f
5,13,2000,3.0,f,f
4,14,2000,3.0,f,f
3,15,2000,3.0,s,s
2,16,2000,3.0,b,b
1,17,2000,3.0,s,b
0,18,2000,3.0,s,b
